CourseName,Unit,ReviewNumber,AvgStar,Level,Results,course_ID,combined_features
"Random Models, Nested and Split-plot Designs",Arizona State University,30,4.6,Intermediate level,"Design and analyze experiments where some of the factors are random
Design and analyze experiments where there are nested factors or hard-to-change factors
Analyze experiments with covariates
Design and analyze experiments with nonnormal response distributions
",522,"Random Models, Nested and Split-plot Designs Arizona State University Intermediate level Design and analyze experiments where some of the factors are random
Design and analyze experiments where there are nested factors or hard-to-change factors
Analyze experiments with covariates
Design and analyze experiments with nonnormal response distributions
"
Predict Career Longevity for NBA Rookies using Scikit-learn,Coursera Project Network,0,0.0,Beginner level,"Visualize data for insights 
Create binary classification model using logistic regression
",484,"Predict Career Longevity for NBA Rookies using Scikit-learn Coursera Project Network Beginner level Visualize data for insights 
Create binary classification model using logistic regression
"
Integrating BigQuery ML with Dialogflow ES Chatbot,Google Cloud,0,0.0,Beginner level,"How to train a machine learning model using BigQuery ML
How to import intents & entities into a Dialogflow agent
How to integrate BigQuery with Dialogflow
",342,"Integrating BigQuery ML with Dialogflow ES Chatbot Google Cloud Beginner level How to train a machine learning model using BigQuery ML
How to import intents & entities into a Dialogflow agent
How to integrate BigQuery with Dialogflow
"
Data Analysis Using Python,University of Pennsylvania,380,4.5,Beginner level,"Apply basic data science techniques using Python
Understand and apply core concepts like Data Frames and joining data, and use data analysis libraries like pandas, numpy, and matplotlib
Demonstrate how to load, inspect, and query real-world data, and answer basic questions about that data
Analyze data further by applying learned skills in data aggregation and summarization, as well as basic data visualization
",123,"Data Analysis Using Python University of Pennsylvania Beginner level Apply basic data science techniques using Python
Understand and apply core concepts like Data Frames and joining data, and use data analysis libraries like pandas, numpy, and matplotlib
Demonstrate how to load, inspect, and query real-world data, and answer basic questions about that data
Analyze data further by applying learned skills in data aggregation and summarization, as well as basic data visualization
"
Principal Component Analysis with NumPy,Coursera Project Network,293,4.6,Intermediate level,"Implement Principal Component Analysis (PCA) from scratch with NumPy and Python
Conduct basic exploratory data analysis (EDA)
Create simple data visualizations with Seaborn and Matplotlib
",502,"Principal Component Analysis with NumPy Coursera Project Network Intermediate level Implement Principal Component Analysis (PCA) from scratch with NumPy and Python
Conduct basic exploratory data analysis (EDA)
Create simple data visualizations with Seaborn and Matplotlib
"
Importing Data into R,Coursera Project Network,17,4.6,Intermediate level,"Import different types of data files into R.
Scrape data from the Web.
Connect and read from relational databases.
",338,"Importing Data into R Coursera Project Network Intermediate level Import different types of data files into R.
Scrape data from the Web.
Connect and read from relational databases.
"
Simple Linear Regression for the Absolute Beginner,Coursera Project Network,21,4.7,Beginner level,"Understand the theory and intuition behind simple linear regression models
Build, train and test a simple linear regression model in Sklearn 
Perform data cleaning, feature engineering and visualization
",558,"Simple Linear Regression for the Absolute Beginner Coursera Project Network Beginner level Understand the theory and intuition behind simple linear regression models
Build, train and test a simple linear regression model in Sklearn 
Perform data cleaning, feature engineering and visualization
"
Getting Started in Google Analytics,Coursera Project Network,1399,4.4,Beginner level,"Set up a Google Analytics account and add your website.
Understand how Google Analytics organizes data.  
Interpret the Audience, Acquisition and Behavior reports.
",304,"Getting Started in Google Analytics Coursera Project Network Beginner level Set up a Google Analytics account and add your website.
Understand how Google Analytics organizes data.  
Interpret the Audience, Acquisition and Behavior reports.
"
Fine Tune BERT for Text Classification with TensorFlow,Coursera Project Network,192,4.6,Intermediate level,"Build TensorFlow Input Pipelines for Text Data with the 
tf.data
 API
Tokenize and Preprocess Text for 
BERT
Fine-tune BERT for text classification with TensorFlow 2 and 
TensorFlow Hub
",261,"Fine Tune BERT for Text Classification with TensorFlow Coursera Project Network Intermediate level Build TensorFlow Input Pipelines for Text Data with the 
tf.data
 API
Tokenize and Preprocess Text for 
BERT
Fine-tune BERT for text classification with TensorFlow 2 and 
TensorFlow Hub
"
"Where, Why, and How of Lambda Functions in Python",Coursera Project Network,19,4.8,Beginner level,"Learn about what is lambda expression how to define it 
Learn how to apply lambda expressions for data manipulation and exploration 
Learn different applications of lambda in python (Lambda expressions and Lists, Lambda expressions and Sorting, ...)
",638,"Where, Why, and How of Lambda Functions in Python Coursera Project Network Beginner level Learn about what is lambda expression how to define it 
Learn how to apply lambda expressions for data manipulation and exploration 
Learn different applications of lambda in python (Lambda expressions and Lists, Lambda expressions and Sorting, ...)
"
Interpretable machine learning applications: Part 3,Coursera Project Network,12,4.6,Intermediate level,"Import, explore and normalize real world data (HELOC) for evaluating the risk performance of mortgage applications
Train and test a prediction model as a Sequential model based Artificial Neural Network (ANN)
Generate explanations based on profiles of mortgage applicants closest to the individual requesting the explanation.
",348,"Interpretable machine learning applications: Part 3 Coursera Project Network Intermediate level Import, explore and normalize real world data (HELOC) for evaluating the risk performance of mortgage applications
Train and test a prediction model as a Sequential model based Artificial Neural Network (ANN)
Generate explanations based on profiles of mortgage applicants closest to the individual requesting the explanation.
"
AI-Powered Chest Disease Detection and Classification,Coursera Project Network,19,4.7,Beginner level,"Understand the theory and intuition behind transfer learning technique and the state-of-the-art Residual Neural Networks (ResNets).
Build, train, and test ResNets in Keras and Tensorflow to detect and classify chest disease from X-Ray Images.
Perform data visualization and assess trained classifier models performance using various KPIs. 
",11,"AI-Powered Chest Disease Detection and Classification Coursera Project Network Beginner level Understand the theory and intuition behind transfer learning technique and the state-of-the-art Residual Neural Networks (ResNets).
Build, train, and test ResNets in Keras and Tensorflow to detect and classify chest disease from X-Ray Images.
Perform data visualization and assess trained classifier models performance using various KPIs. 
"
Building Statistical Models in R: Linear Regression,Coursera Project Network,12,4.6,Beginner level,"Build simple and multiple linear regression models
Perform model assessment and interpretation of results
Perform diagnostic checks to test for model assumptions
",72,"Building Statistical Models in R: Linear Regression Coursera Project Network Beginner level Build simple and multiple linear regression models
Perform model assessment and interpretation of results
Perform diagnostic checks to test for model assumptions
"
Cinematic Storytelling Simplified: Mastering Lumen5 AI,Coursera Project Network,0,0.0,Beginner level,"Learn to create captivating videos with Lumen5, enhancing content quality and engagement for your audience.  
Create concise and impactful video summaries with Lumen5, leveraging Upword AI for clarity and improved audience engagement.  
Master Lumen5 to automate and streamline video content creation, enhancing efficiency and productivity in your digital storytelling process.  
",89,"Cinematic Storytelling Simplified: Mastering Lumen5 AI Coursera Project Network Beginner level Learn to create captivating videos with Lumen5, enhancing content quality and engagement for your audience.  
Create concise and impactful video summaries with Lumen5, leveraging Upword AI for clarity and improved audience engagement.  
Master Lumen5 to automate and streamline video content creation, enhancing efficiency and productivity in your digital storytelling process.  
"
Foundations of Data Science,Google,1713,4.7,Advanced level,"Understand common careers and industries that use advanced data analytics
Investigate the impact data analysis can have on decision-making
Explain how data professionals preserve data privacy and ethics 
Develop a project plan considering roles and responsibilities of team members
",268,"Foundations of Data Science Google Advanced level Understand common careers and industries that use advanced data analytics
Investigate the impact data analysis can have on decision-making
Explain how data professionals preserve data privacy and ethics 
Develop a project plan considering roles and responsibilities of team members
"
Data Analysis with R Specialization,Duke University,5813,4.7,Beginner level,"Analyze and visualize data
Perform hypothesis tests, interpret statistical results (e.g., p-values), and report the results of your analysis to clients
Fit, examine, and utilize regression models to examine relationships between multiple variables
Install and use R and RStudio
",137,"Data Analysis with R Specialization Duke University Beginner level Analyze and visualize data
Perform hypothesis tests, interpret statistical results (e.g., p-values), and report the results of your analysis to clients
Fit, examine, and utilize regression models to examine relationships between multiple variables
Install and use R and RStudio
"
Custom Prediction Routine on Google AI Platform,Coursera Project Network,426,4.6,Intermediate level,"Deploy a model with custom prediction routine on Google AI Platform.
Use a model deployed on Google AI Platform for inference.
",118,"Custom Prediction Routine on Google AI Platform Coursera Project Network Intermediate level Deploy a model with custom prediction routine on Google AI Platform.
Use a model deployed on Google AI Platform for inference.
"
Software Development with ChatGPT: Generating Code with AI,Coursera Project Network,0,0.0,Intermediate level,"Generate, integrate AI-assisted code in a Python project
Debug, refine your application with AI.
Write comprehensive documentation using ChatGPT.  
",564,"Software Development with ChatGPT: Generating Code with AI Coursera Project Network Intermediate level Generate, integrate AI-assisted code in a Python project
Debug, refine your application with AI.
Write comprehensive documentation using ChatGPT.  
"
Basic Sentiment Analysis with TensorFlow,Coursera Project Network,200,4.5,Intermediate level,"Create, train, and evaluate a neural network in TensorFlow
Solve sentiment analysis and text classification problems with neural networks
",47,"Basic Sentiment Analysis with TensorFlow Coursera Project Network Intermediate level Create, train, and evaluate a neural network in TensorFlow
Solve sentiment analysis and text classification problems with neural networks
"
SQL Date Time Functions,Coursera Project Network,19,4.4,Advanced level,"Understand how SQL Date Time functions works and when to use them
Manipulate date-like data using different Date Time functions
Manipulate data in tables using SQL SELECT statements together with Date Time functions
",542,"SQL Date Time Functions Coursera Project Network Advanced level Understand how SQL Date Time functions works and when to use them
Manipulate date-like data using different Date Time functions
Manipulate data in tables using SQL SELECT statements together with Date Time functions
"
FIFA20 Data Exploration using Python,Coursera Project Network,53,4.5,Beginner level,"Learn the steps needed to be taken in order to prepare you dataset for data exploration
Learn to use data exploration and visualization to uncover initial pattern in your data
Learn to use plotly module 
",253,"FIFA20 Data Exploration using Python Coursera Project Network Beginner level Learn the steps needed to be taken in order to prepare you dataset for data exploration
Learn to use data exploration and visualization to uncover initial pattern in your data
Learn to use plotly module 
"
Classify Radio Signals with PyTorch,Coursera Project Network,0,0.0,Intermediate level,"Load pretrained state of the art model
Create train and eval function to write the training loop 
Understand Spectogram Augmentations
",93,"Classify Radio Signals with PyTorch Coursera Project Network Intermediate level Load pretrained state of the art model
Create train and eval function to write the training loop 
Understand Spectogram Augmentations
"
Data Visualization with Plotly Express,Coursera Project Network,269,4.7,Intermediate level,"Apply Plotly Express for rapid data visualization and analysis
Customize charts, animations, and demonstrate the various plotly.express features
",181,"Data Visualization with Plotly Express Coursera Project Network Intermediate level Apply Plotly Express for rapid data visualization and analysis
Customize charts, animations, and demonstrate the various plotly.express features
"
Predicting Salaries with Decision Trees,Coursera Project Network,10,4.4,Intermediate level,"Create a machine learning model using industry standard tools and use it to make salary predictions.
",490,"Predicting Salaries with Decision Trees Coursera Project Network Intermediate level Create a machine learning model using industry standard tools and use it to make salary predictions.
"
Employee Attrition Prediction Using Machine Learning,Coursera Project Network,0,0.0,Beginner level,"Understand the theory and intuition behind logistic regression classifier models
Build, train and test a logistic regression classifier model in Scikit-Learn 
Perform data cleaning, feature engineering and visualization
",228,"Employee Attrition Prediction Using Machine Learning Coursera Project Network Beginner level Understand the theory and intuition behind logistic regression classifier models
Build, train and test a logistic regression classifier model in Scikit-Learn 
Perform data cleaning, feature engineering and visualization
"
Image Denoising Using AutoEncoders in Keras and Python,Coursera Project Network,275,4.5,Intermediate level,"Understand the theory and intuition behind Autoencoders
Build and train an image denoising autoencoder using Keras with Tensorflow 2.0 as a backend
Assess the performance of trained autoencoders using various Key performance indicators
",336,"Image Denoising Using AutoEncoders in Keras and Python Coursera Project Network Intermediate level Understand the theory and intuition behind Autoencoders
Build and train an image denoising autoencoder using Keras with Tensorflow 2.0 as a backend
Assess the performance of trained autoencoders using various Key performance indicators
"
Python for Data Analysis: Pandas & NumPy,Coursera Project Network,248,4.4,Beginner level,"Understand python programming fundamentals for data analysis
Define single and multi-dimensional NumPy arrays
Import HTML data in Pandas DataFrames
",516,"Python for Data Analysis: Pandas & NumPy Coursera Project Network Beginner level Understand python programming fundamentals for data analysis
Define single and multi-dimensional NumPy arrays
Import HTML data in Pandas DataFrames
"
Copy.AI for Beginners: Generate texts for various use cases,Coursera Project Network,0,0.0,Beginner level,"Navigate and utilize CopyAI's core features for generative text creation
Create powerful customized prompts for creative and professional text generation
Analyze brand voice and construct workflows within CopyAI
",106,"Copy.AI for Beginners: Generate texts for various use cases Coursera Project Network Beginner level Navigate and utilize CopyAI's core features for generative text creation
Create powerful customized prompts for creative and professional text generation
Analyze brand voice and construct workflows within CopyAI
"
Predictive Modelling with Azure Machine Learning Studio,Coursera Project Network,239,4.5,Beginner level,"Build a predictive model using Azure ML Studio
Demonstrate a working knowledge of setting up experiments on Azure ML Studio
Operationalise machine learning workflows with Azure's drag-and-drop modules
",496,"Predictive Modelling with Azure Machine Learning Studio Coursera Project Network Beginner level Build a predictive model using Azure ML Studio
Demonstrate a working knowledge of setting up experiments on Azure ML Studio
Operationalise machine learning workflows with Azure's drag-and-drop modules
"
Building and analyzing linear regression model in R,Coursera Project Network,35,4.5,Beginner level,"Learn how to load and clean a real world dataset in R.
Learn how to build a linear regression model and various plots to analyze the model’s performance.
Learn how to predict future values using the model and calculate model error metrics.
",74,"Building and analyzing linear regression model in R Coursera Project Network Beginner level Learn how to load and clean a real world dataset in R.
Learn how to build a linear regression model and various plots to analyze the model’s performance.
Learn how to predict future values using the model and calculate model error metrics.
"
Perform Sentiment Analysis with scikit-learn,Coursera Project Network,409,4.5,Intermediate level,"Build and employ a logistic regression classifier using scikit-learn
Clean and pre-process text data
Perform feature extraction with The Natural Language Toolkit (NLTK)
Tune model hyperparameters and evaluate model accuracy
",475,"Perform Sentiment Analysis with scikit-learn Coursera Project Network Intermediate level Build and employ a logistic regression classifier using scikit-learn
Clean and pre-process text data
Perform feature extraction with The Natural Language Toolkit (NLTK)
Tune model hyperparameters and evaluate model accuracy
"
Data Visualization with OpenAI API: Generate code with GenAI,Coursera Project Network,0,0.0,Intermediate level," Create effective prompts for communicating with the OpenAI API to generate Python code for data analysis and visualization.  
 Design and implement data visualizations using AI-generated code to effectively communicate insights and patterns in the data. 
 Produce Python code for data preparation to ensure data is ready for meaningful visualizations using AI-generated code.  
",180,"Data Visualization with OpenAI API: Generate code with GenAI Coursera Project Network Intermediate level  Create effective prompts for communicating with the OpenAI API to generate Python code for data analysis and visualization.  
 Design and implement data visualizations using AI-generated code to effectively communicate insights and patterns in the data. 
 Produce Python code for data preparation to ensure data is ready for meaningful visualizations using AI-generated code.  
"
"ML Parameters Optimization: GridSearch, Bayesian, Random",Coursera Project Network,0,0.0,Beginner level,"Understand the difference between hyperparameters optimization techniques such as GridSearch, Bayesian & Random Search Optimization Techniques.
Optimize ML model hyperparameters in Scikit-Learn using GridSearch, Bayesian & Random Search Optimization Techniques.
Evaluate several trained regression models performance using various Key Performance Indicators (KPIs).
",407,"ML Parameters Optimization: GridSearch, Bayesian, Random Coursera Project Network Beginner level Understand the difference between hyperparameters optimization techniques such as GridSearch, Bayesian & Random Search Optimization Techniques.
Optimize ML model hyperparameters in Scikit-Learn using GridSearch, Bayesian & Random Search Optimization Techniques.
Evaluate several trained regression models performance using various Key Performance Indicators (KPIs).
"
Mastering Data Analysis with Pandas: Learning Path Part 4,Coursera Project Network,15,4.8,Beginner level,"Master data analysis, Group by, and multi-indexing in Pandas and Python
Define and manipulate Pandas DataFrames
Mastering date and time operations in Pandas
",439,"Mastering Data Analysis with Pandas: Learning Path Part 4 Coursera Project Network Beginner level Master data analysis, Group by, and multi-indexing in Pandas and Python
Define and manipulate Pandas DataFrames
Mastering date and time operations in Pandas
"
Deploying a Pytorch Computer Vision Model API to Heroku,Coursera Project Network,13,5.0,Intermediate level,"Build a PyTorch computer vision model REST API with Flask.
Deploy PyTorch computer vision model REST API to Heroku.
",215,"Deploying a Pytorch Computer Vision Model API to Heroku Coursera Project Network Intermediate level Build a PyTorch computer vision model REST API with Flask.
Deploy PyTorch computer vision model REST API to Heroku.
"
Logistic Regression with Python and Numpy,Coursera Project Network,146,4.5,Intermediate level,"Implement Logistic Regression using Python and Numpy.
Apply Logistic Regression to solve binary classification problems.
",405,"Logistic Regression with Python and Numpy Coursera Project Network Intermediate level Implement Logistic Regression using Python and Numpy.
Apply Logistic Regression to solve binary classification problems.
"
Build Multilayer Perceptron Models with Keras,Coursera Project Network,99,4.5,Intermediate level,"Build and train a multilayer perceptron (MLP) with Keras
Perform topic classification with neural networks
",61,"Build Multilayer Perceptron Models with Keras Coursera Project Network Intermediate level Build and train a multilayer perceptron (MLP) with Keras
Perform topic classification with neural networks
"
SAS Programmer Professional Certificate,SAS,2968,4.8,Beginner level,"Understand and use the fundamentals of the SAS programming language
Access different types of data (SAS, Excel, or text),      then explore and prepare the data 
Analyze and report on data and export results to common      formats (HTML, PDF, Excel)       
Apply SAS programming principles in practical examples
",537,"SAS Programmer Professional Certificate SAS Beginner level Understand and use the fundamentals of the SAS programming language
Access different types of data (SAS, Excel, or text),      then explore and prepare the data 
Analyze and report on data and export results to common      formats (HTML, PDF, Excel)       
Apply SAS programming principles in practical examples
"
Database Creation and Modeling using MYSQL Workbench,Coursera Project Network,20,4.4,Beginner level,"create a new connection with the local server, create and drop a database, create and delete tables.
rename a column of a table, connect tables with each other, insert data to tables and manipulating data.
",193,"Database Creation and Modeling using MYSQL Workbench Coursera Project Network Beginner level create a new connection with the local server, create and drop a database, create and delete tables.
rename a column of a table, connect tables with each other, insert data to tables and manipulating data.
"
Supply Chain Network Optimization Using MILP on RStudio,Coursera Project Network,0,0.0,Beginner level,"Formulate Optmisation Problem & Determine Objective Function
Apply Constraints & Solve Mixed Integer Linear Programming Model
Obtain & Analyse Optimized Supply Chain Network
",582,"Supply Chain Network Optimization Using MILP on RStudio Coursera Project Network Beginner level Formulate Optmisation Problem & Determine Objective Function
Apply Constraints & Solve Mixed Integer Linear Programming Model
Obtain & Analyse Optimized Supply Chain Network
"
Mastering Data Analysis with Pandas: Learning Path Part 5,Coursera Project Network,14,4.5,Beginner level,"Define and manipulate Pandas DataFrames and text data
Perform text data cleaning by removing stopwords and punctuations
Visualize Pandas DataFrames such as Count plot, Histograms, and Word Cloud 
",440,"Mastering Data Analysis with Pandas: Learning Path Part 5 Coursera Project Network Beginner level Define and manipulate Pandas DataFrames and text data
Perform text data cleaning by removing stopwords and punctuations
Visualize Pandas DataFrames such as Count plot, Histograms, and Word Cloud 
"
Naive Bayes 101: Resume Selection with Machine Learning,Coursera Project Network,13,4.5,Intermediate level,"Create a pipeline to remove stop-words, punctuation, and perform tokenization    
Understand the theory and intuition behind Naive Bayes classifiers   
Train a Naive Bayes Classifier and assess its performance   
",457,"Naive Bayes 101: Resume Selection with Machine Learning Coursera Project Network Intermediate level Create a pipeline to remove stop-words, punctuation, and perform tokenization    
Understand the theory and intuition behind Naive Bayes classifiers   
Train a Naive Bayes Classifier and assess its performance   
"
Introduction to Statistics in Python,Coursera Project Network,11,4.4,Intermediate level,"Review introductory statistics functions
Explore python libraries and their documentations 
Perform statistical analysis and create corresponding visualizations in python
",385,"Introduction to Statistics in Python Coursera Project Network Intermediate level Review introductory statistics functions
Explore python libraries and their documentations 
Perform statistical analysis and create corresponding visualizations in python
"
Image Data Augmentation with Keras,Coursera Project Network,448,4.6,Intermediate level,"Image Data Augmentation with Keras
Using Image Data Generator with a Keras Model
",335,"Image Data Augmentation with Keras Coursera Project Network Intermediate level Image Data Augmentation with Keras
Using Image Data Generator with a Keras Model
"
Get Started with R Markdown,Coursera Project Network,12,4.2,Beginner level,"Create an R Markdown file
Write and use R Markdown commands
",303,"Get Started with R Markdown Coursera Project Network Beginner level Create an R Markdown file
Write and use R Markdown commands
"
Explainable Machine Learning with LIME and H2O in R,Coursera Project Network,58,4.7,Intermediate level,"Use LIME and H2O for automatic and interpretable machine learning
Build Classification Models with AutoML
Explain and Interpret the Model Predictions using LIME 
",240,"Explainable Machine Learning with LIME and H2O in R Coursera Project Network Intermediate level Use LIME and H2O for automatic and interpretable machine learning
Build Classification Models with AutoML
Explain and Interpret the Model Predictions using LIME 
"
Decision Tree Classifier for Beginners in R,Coursera Project Network,0,0.0,Beginner level,"Understand the concept of the decision tree algorithm
Build decision tree models
Evaluate the performance of the model
",197,"Decision Tree Classifier for Beginners in R Coursera Project Network Beginner level Understand the concept of the decision tree algorithm
Build decision tree models
Evaluate the performance of the model
"
Tidymodels in R: Building tidy machine learning models,Coursera Project Network,0,0.0,Intermediate level,"Import, explore, and prepare the data for modeling using summary tables, data visualizations, and data splitting using tidymodels
Build and tune predictive models, including classification models with tidymodels
Evaluate model performance using appropriate metrics and techniques, and select the best model
",601,"Tidymodels in R: Building tidy machine learning models Coursera Project Network Intermediate level Import, explore, and prepare the data for modeling using summary tables, data visualizations, and data splitting using tidymodels
Build and tune predictive models, including classification models with tidymodels
Evaluate model performance using appropriate metrics and techniques, and select the best model
"
SAS Statistical Business Analyst Professional Certificate,SAS,133,4.7,Intermediate level,"Perform ANOVA, Regression, and logistic regression analysis with one or many inputs
Prepare inputs for predictive models
Train, validate, and evaluate statistical models
",538,"SAS Statistical Business Analyst Professional Certificate SAS Intermediate level Perform ANOVA, Regression, and logistic regression analysis with one or many inputs
Prepare inputs for predictive models
Train, validate, and evaluate statistical models
"
Dashboards in Qlik Sense: Decision-Support Dashboards,Coursera Project Network,0,0.0,Beginner level," Connect two or more distinct data sources to a common data pool 
 Elaborate interactive data visualizations and perform data discoveries 
 Display spatial data using data density overlaid on a map
",121,"Dashboards in Qlik Sense: Decision-Support Dashboards Coursera Project Network Beginner level  Connect two or more distinct data sources to a common data pool 
 Elaborate interactive data visualizations and perform data discoveries 
 Display spatial data using data density overlaid on a map
"
Publication-Ready Tables in R,Coursera Project Network,0,0.0,Intermediate level,"Create Publication-Ready Tables for Descriptive Statistics
Create Publication-Ready Tables for Inferential Statistics
Create Publication-Ready Tables for Time-to-event (Survival) Data
",508,"Publication-Ready Tables in R Coursera Project Network Intermediate level Create Publication-Ready Tables for Descriptive Statistics
Create Publication-Ready Tables for Inferential Statistics
Create Publication-Ready Tables for Time-to-event (Survival) Data
"
Predict Diabetes with a Random Forest using R,Coursera Project Network,113,4.5,Intermediate level,"Complete a random Training and Test Set from one Data Source using an R function.
Practice data distribution using R and ggplot2.
Apply a Random Forest model.
",485,"Predict Diabetes with a Random Forest using R Coursera Project Network Intermediate level Complete a random Training and Test Set from one Data Source using an R function.
Practice data distribution using R and ggplot2.
Apply a Random Forest model.
"
Deep-Dive into Tensorflow Activation Functions,Coursera Project Network,0,0.0,Intermediate level,"Learn when, where, why and how to use different activation functions and for which situations
Code examples of each activation function from scratch in Python
",207,"Deep-Dive into Tensorflow Activation Functions Coursera Project Network Intermediate level Learn when, where, why and how to use different activation functions and for which situations
Code examples of each activation function from scratch in Python
"
"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Coursera Project Network,34,4.4,Beginner level,"Understand the basic building blocks in the Python language.
Develop a Python program that constructs reverse, complement, and reverse-complement nucleic acid sequences (DNA, RNA).
Read a file that has a long DNA sequence and then apply the code to the data in the file.
",532,"Reverse and complement nucleic acid sequences (DNA, RNA) using Python Coursera Project Network Beginner level Understand the basic building blocks in the Python language.
Develop a Python program that constructs reverse, complement, and reverse-complement nucleic acid sequences (DNA, RNA).
Read a file that has a long DNA sequence and then apply the code to the data in the file.
"
Diabetes Disease Detection with XG-Boost and Neural Networks,Coursera Project Network,0,0.0,Beginner level,"Build, Train and Test XG-Boost and Artificial Neural Networks Model
Train an ANN and XG-Boost algorithms to solve classification type problems
Perform Data Visualization and Exploratory Data Analysis
",223,"Diabetes Disease Detection with XG-Boost and Neural Networks Coursera Project Network Beginner level Build, Train and Test XG-Boost and Artificial Neural Networks Model
Train an ANN and XG-Boost algorithms to solve classification type problems
Perform Data Visualization and Exploratory Data Analysis
"
Regression with Automatic Differentiation in TensorFlow,Coursera Project Network,64,4.7,Beginner level,"Understanding tensor constants, and tensor variables in TensorFlow.
Understanding automatic differentiation in TensorFlow.
Using automatic differentiation to solve a linear regression problem in TensorFlow.
",528,"Regression with Automatic Differentiation in TensorFlow Coursera Project Network Beginner level Understanding tensor constants, and tensor variables in TensorFlow.
Understanding automatic differentiation in TensorFlow.
Using automatic differentiation to solve a linear regression problem in TensorFlow.
"
Custom Attribution Modeling with Google Analytics,Coursera Project Network,82,4.5,Beginner level,"Understand and describe attribution modeling standards
Build and share a custom Analytics attribution model
Export data to elaborate it in Spreadsheets
",117,"Custom Attribution Modeling with Google Analytics Coursera Project Network Beginner level Understand and describe attribution modeling standards
Build and share a custom Analytics attribution model
Export data to elaborate it in Spreadsheets
"
Bracketology with Google Machine Learning,Google Cloud,0,0.0,Beginner level,"Use BigQuery to access the public NCAA dataset.
Prepare and transform the existing data into features and labels.
Use BQML to build a model based on the NCAA tournament dataset.
",57,"Bracketology with Google Machine Learning Google Cloud Beginner level Use BigQuery to access the public NCAA dataset.
Prepare and transform the existing data into features and labels.
Use BQML to build a model based on the NCAA tournament dataset.
"
Simulation of Call Centre Operations Using R Simmer,Coursera Project Network,0,0.0,Beginner level,"Understand Simulation of Call Centre Operations
Model Discrete Event Simulations Using R Simmer
Capture Simulation Data, Plot Charts & Interpret Results
",560,"Simulation of Call Centre Operations Using R Simmer Coursera Project Network Beginner level Understand Simulation of Call Centre Operations
Model Discrete Event Simulations Using R Simmer
Capture Simulation Data, Plot Charts & Interpret Results
"
Using ggplot,Coursera Project Network,0,0.0,Beginner level,"Install ggplot2
Load Tidyverse
Review RStudio functions
",629,"Using ggplot Coursera Project Network Beginner level Install ggplot2
Load Tidyverse
Review RStudio functions
"
Non parametric Tests using R Cmdr,Coursera Project Network,0,0.0,Intermediate level,"Conduct non parametric tests : Wilcoxon and Kruskal Wallis using R cmdr
Conduct Chi square Goodness of fit and Tests of Independence
",469,"Non parametric Tests using R Cmdr Coursera Project Network Intermediate level Conduct non parametric tests : Wilcoxon and Kruskal Wallis using R cmdr
Conduct Chi square Goodness of fit and Tests of Independence
"
Using probability distributions for real world problems in R,Coursera Project Network,25,4.8,Beginner level,"Learn how to answer real world problems using the following probability distributions – Binomial, Poisson, Normal, Exponential and Chi-square
Learn how to visualize probability distributions of real world problems    
",630,"Using probability distributions for real world problems in R Coursera Project Network Beginner level Learn how to answer real world problems using the following probability distributions – Binomial, Poisson, Normal, Exponential and Chi-square
Learn how to visualize probability distributions of real world problems    
"
Data Analysis in R: Predictive Analysis with Regression,Coursera Project Network,0,0.0,Intermediate level,"Describe the data set (checking the structure of the dataset, checking for missing values, checking for correlations, basic data visualizations) 
Build regression models and interpret the results 
Predict new values using the regression model   
",129,"Data Analysis in R: Predictive Analysis with Regression Coursera Project Network Intermediate level Describe the data set (checking the structure of the dataset, checking for missing values, checking for correlations, basic data visualizations) 
Build regression models and interpret the results 
Predict new values using the regression model   
"
Access Bioinformatics Databases with Biopython,Coursera Project Network,32,4.5,Intermediate level,"Sequence alignment using NCBI-BLAST
Fetch PUBMED & Nucleotide sequence using ENTREZ, PDB, EXPASY
Access KEGG pathways and genes
",17,"Access Bioinformatics Databases with Biopython Coursera Project Network Intermediate level Sequence alignment using NCBI-BLAST
Fetch PUBMED & Nucleotide sequence using ENTREZ, PDB, EXPASY
Access KEGG pathways and genes
"
Image Classification with Amazon Sagemaker,Coursera Project Network,98,4.6,Advanced level,"Prepare data for Sagemaker Image Classification.
Train a model using Sagemaker.
Deploy a trained model using Sagemaker.
",332,"Image Classification with Amazon Sagemaker Coursera Project Network Advanced level Prepare data for Sagemaker Image Classification.
Train a model using Sagemaker.
Deploy a trained model using Sagemaker.
"
Build an Income Statement Dashboard in Power BI,Coursera Project Network,11,4.6,Beginner level,"Build an Income statement dashboard in Power BI
Visualize the income statement using cards, table and column charts
Transform & clean data in the Power Query editor
",66,"Build an Income Statement Dashboard in Power BI Coursera Project Network Beginner level Build an Income statement dashboard in Power BI
Visualize the income statement using cards, table and column charts
Transform & clean data in the Power Query editor
"
Explore insights in text analysis using Azure Text Analytics,Coursera Project Network,0,0.0,Intermediate level,"Understand how Azure Text Analytics works and extract data
Use API and Microsoft Power BI to run Text Analysis
Create a Dashboard in Microsoft Power BIand Explore Insights
",247,"Explore insights in text analysis using Azure Text Analytics Coursera Project Network Intermediate level Understand how Azure Text Analytics works and extract data
Use API and Microsoft Power BI to run Text Analysis
Create a Dashboard in Microsoft Power BIand Explore Insights
"
